Gender;Age;Smoker_Status;Name;Company;TotalScore;WholeLifeScore;TermsScore;PremiumTerm_Years;AnnualPremium;Number_of_Covered_Major_Illnesses;Number_of_Covered_Early_Illnesses;Maximum_Payout;Waiting_Period;Issue_Age
Female;0;Non Smoker;Well Protect Critical Illness Insurance Plan;Well Link Life | 立橋人壽;7.3 / 10;8.3 / 10;5.8 / 10;20;USD 1,946;62;45;500.0%;60 Days;Age 0 to Age 45
Female;0;Non Smoker;Multi Care Pro 2;AIA | 友邦香港;7.4 / 10;7.8 / 10;6.9 / 10;25;USD 1,376;53;3;500.0%;90 Days;Age 0 to Age 55
Female;0;Non Smoker;BestCarePro (Multiple claims rider);BOC Life | 中銀人壽;7.3 / 10;7.9 / 10;6.4 / 10;20;USD 1,785;55;39;600.0%;90 Days;Age 0 to Age 55
Female;0;Non Smoker;Smart Guard Critical Illness Plan;BOC Life | 中銀人壽;7.0 / 10;8.4 / 10;4.9 / 10;20;USD 1,664;55;39;420.0%;90 Days;Age 0 to Age 55
Female;10;Non Smoker;Crisis OneMaster;FWD | 富衛;9.9 / 10;10.0 / 10;9.0 / 10;25;USD 3,113;68;102;1374.0%;90 Days;Age 0 to Age 50
Female;10;Non Smoker;Crisis OneMaster Pro;FWD | 富衛;9.9 / 10;10.0 / 10;9.0 / 10;25;USD 3,248;68;102;1374.0%;90 Days;Age 0 to Age 50
Female;10;Non Smoker;TotalGuard Critical Illness Multiple Protector (SS);China Life | 中國人壽;9.6 / 10;9.4 / 10;10 / 10;25;USD 3,586;93;101;900.0%;90 Days;Age 0 to Age 50
Female;10;Non Smoker;SunWell Supreme Care;Sun Life | Sun Life 永明;9.4 / 10;9.5 / 10;7.8 / 10;25;USD 2,163;71;117;700.0%;60 Days;Age 0 to Age 50
Female;10;Non Smoker;TotalAssure Plus Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;9.5 / 10;9.2 / 10;10 / 10;25;USD 2,747;63;75;1300.0%;60 Days;Age 0 to Age 60
Female;10;Non Smoker;LionGuardian Beyond;Generali | 忠意保險;9.4 / 10;9.3 / 10;9.5 / 10;25;USD 1,919;69;69;Not specified;60 Days;Age 0 to Age 55
Female;10;Non Smoker;LionAlong;Generali | 忠意保險;9.3 / 10;9.4 / 10;9.3 / 10;25;USD 1,871;69;69;720.0%;60 Days;Age 0 to Age 55
Female;10;Non Smoker;Crisis USupporter Pro;FWD | 富衛;9.2 / 10;9.3 / 10;8.8 / 10;25;USD 2,490;62;65;1152.0%;90 Days;Age 0 to Age 55
Female;10;Non Smoker;Crisis USupporter;FWD | 富衛;9.1 / 10;9.2 / 10;8.8 / 10;25;USD 2,277;62;65;1121.0%;90 Days;Age 0 to Age 55
Female;10;Non Smoker;PrimeHealth Pro (Signature);YF Life | 萬通保險;9.3 / 10;9.2 / 10;9.6 / 10;25;USD 2,102;68;50;740.0%;60 Days;Age 0 to Age 55
Female;10;Non Smoker;ManuPrimo Care;Manulife | 宏利;9.1 / 10;8.8 / 10;9.6 / 10;25;USD 2,303;60;44;900.0%;90 Days;Age 0 to Age 60
Female;10;Non Smoker;TotalAssure Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;9.1 / 10;9.1 / 10;9 / 10;25;USD 2,292;63;75;1000.0%;60 Days;Age 0 to Age 60
Female;10;Non Smoker;Critical Illness 188 Whole Life Insurance Plan;BOC Life | 中銀人壽;8.8 / 10;9.2 / 10;8.3 / 10;25;USD 2,568;89;76;500.0%;60 Days;Age 0 to Age 50
Female;10;Non Smoker;TotalGuard Critical Illness Multiple Protector;China Life | 中國人壽;8.9 / 10;8.8 / 10;9.1 / 10;25;USD 2,649;93;101;800.0%;90 Days;Age 0 to Age 50
Female;10;Non Smoker;ManuBright Care 2 Plus;Manulife | 宏利;8.8 / 10;8.8 / 10;8.6 / 10;25;USD 2,366;60;44;680.0%;90 Days;Age 0 to Age 60
Female;10;Non Smoker;SunWell Advanced Care;Sun Life | Sun Life 永明;8.6 / 10;8.7 / 10;7.8 / 10;25;USD 1,889;71;117;500.0%;60 Days;Age 0 to Age 50
Female;10;Non Smoker;FamCare 198;CTF Life | 周大福人壽;8.7 / 10;9.4 / 10;7.6 / 10;25;USD 2,107;71;127;700.0%;60 Days;Age 0 to Age 50
Female;10;Non Smoker;On Your SIde Plan;AIA | 友邦香港;8.7 / 10;9.1 / 10;8.2 / 10;25;USD 2,106;58;44;900.0%;90 Days;Age 0 to Age 55
Female;10;Non Smoker;Manulife Bright Care PRO;Manulife | 宏利;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 1,933;60;63;500.0%;90 Days;Age 0 to Age 60
Female;10;Non Smoker;HealthCare 168 Plus;CTF Life | 周大福人壽;8.6 / 10;8.8 / 10;8.3 / 10;25;USD 2,028;69;83;500.0%;60 Days;Age 0 to Age 50
Female;10;Non Smoker;SunHealth OmniCare Plan 3;Sun Life | Sun Life 永明;8.6 / 10;9 / 10;8 / 10;25;USD 2,424;63;62;1100.0%;90 Days;Age 0 to Age 50
Female;10;Non Smoker;ManuLove Care;Manulife | 宏利;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 2,516;60;30;700.0%;90 Days;Age 0 to Age 60
Female;10;Non Smoker;SunHealth LovePromise;Sun Life | Sun Life 永明;8.5 / 10;8.9 / 10;7.9 / 10;25;USD 2,322;64;62;950.0%;90 Days;Age 0 to Age 50
Female;10;Non Smoker;Embrace Care Critical Illness Protector;Chubb Life | 安達人壽;8.4 / 10;8.6 / 10;8.1 / 10;25;USD 1,798;65;56;500.0%;60 Days;Age 0 to Age 55
Female;10;Non Smoker;ManuBright Care 2;Manulife | 宏利;8.2 / 10;8.8 / 10;7.2 / 10;25;USD 2,180;60;44;500.0%;90 Days;Age 0 to Age 60
Female;10;Non Smoker;SunHealth OmniCare Plan 2;Sun Life | Sun Life 永明;8.2 / 10;9 / 10;7 / 10;25;USD 2,055;63;62;900.0%;90 Days;Age 0 to Age 50
Female;10;Non Smoker;AXA Health Vital 2 (Early and Multi Supp Plus);AXA Hong Kong and Macau | AXA 安盛;8.0 / 10;8.4 / 10;7.4 / 10;20;USD 2,297;62;54;900.0%;60 Days;Age 0 to Age 50
Female;10;Non Smoker;Smart Elite Ultra;AIA | 友邦香港;7.8 / 10;8.3 / 10;7 / 10;25;USD 2,615;58;44;900.0%;90 Days;Age 0 to Age 55
Female;10;Non Smoker;AXA Health Vital 2 (Early and Multi Supp);AXA Hong Kong and Macau | AXA 安盛;7.6 / 10;8.4 / 10;6.4 / 10;20;USD 2,221;62;54;500.0%;60 Days;Age 0 to Age 50
Female;10;Non Smoker;Well Protect Critical Illness Insurance Plan;Well Link Life | 立橋人壽;7.3 / 10;8.3 / 10;5.8 / 10;20;USD 2,441;62;45;500.0%;60 Days;Age 0 to Age 45
Female;10;Non Smoker;Multi Care Pro 2;AIA | 友邦香港;7.4 / 10;7.8 / 10;6.9 / 10;25;USD 1,794;53;3;500.0%;90 Days;Age 0 to Age 55
Female;10;Non Smoker;BestCarePro (Multiple claims rider);BOC Life | 中銀人壽;7.3 / 10;7.9 / 10;6.4 / 10;20;USD 2,304;55;39;600.0%;90 Days;Age 0 to Age 55
Female;10;Non Smoker;Smart Guard Critical Illness Plan;BOC Life | 中銀人壽;7.0 / 10;8.4 / 10;4.9 / 10;20;USD 2,147;55;39;420.0%;90 Days;Age 0 to Age 55
Female;18;Non Smoker;Crisis OneMaster;FWD | 富衛;9.9 / 10;10.0 / 10;9.0 / 10;25;USD 3,909;68;102;1374.0%;90 Days;Age 0 to Age 50
Female;18;Non Smoker;Crisis OneMaster Pro;FWD | 富衛;9.9 / 10;10.0 / 10;9.0 / 10;25;USD 4,136;68;102;1374.0%;90 Days;Age 0 to Age 50
Female;18;Non Smoker;TotalGuard Critical Illness Multiple Protector (SS);China Life | 中國人壽;9.6 / 10;9.4 / 10;10 / 10;25;USD 4,398;93;101;900.0%;90 Days;Age 0 to Age 50
Female;18;Non Smoker;SunWell Supreme Care;Sun Life | Sun Life 永明;9.4 / 10;9.5 / 10;7.8 / 10;25;USD 2,688;71;117;700.0%;60 Days;Age 0 to Age 50
Female;18;Non Smoker;TotalAssure Plus Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;9.5 / 10;9.2 / 10;10 / 10;25;USD 3,411;63;75;1300.0%;60 Days;Age 0 to Age 60
Female;18;Non Smoker;LionGuardian Beyond;Generali | 忠意保險;9.4 / 10;9.3 / 10;9.5 / 10;25;USD 2,214;69;69;Not specified;60 Days;Age 0 to Age 55
Female;18;Non Smoker;LionAlong;Generali | 忠意保險;9.3 / 10;9.4 / 10;9.3 / 10;25;USD 2,214;69;69;720.0%;60 Days;Age 0 to Age 55
Female;18;Non Smoker;Crisis USupporter Pro;FWD | 富衛;9.2 / 10;9.3 / 10;8.8 / 10;25;USD 2,991;62;65;1152.0%;90 Days;Age 0 to Age 55
Female;18;Non Smoker;Crisis USupporter;FWD | 富衛;9.1 / 10;9.2 / 10;8.8 / 10;25;USD 2,730;62;65;1121.0%;90 Days;Age 0 to Age 55
Female;18;Non Smoker;PrimeHealth Pro (Signature);YF Life | 萬通保險;9.3 / 10;9.2 / 10;9.6 / 10;25;USD 2,451;68;50;740.0%;60 Days;Age 0 to Age 55
Female;18;Non Smoker;ManuPrimo Care;Manulife | 宏利;9.1 / 10;8.8 / 10;9.6 / 10;25;USD 2,921;60;44;900.0%;90 Days;Age 0 to Age 60
Female;18;Non Smoker;TotalAssure Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;9.1 / 10;9.1 / 10;9 / 10;25;USD 2,820;63;75;1000.0%;60 Days;Age 0 to Age 60
Female;18;Non Smoker;Critical Illness 188 Whole Life Insurance Plan;BOC Life | 中銀人壽;8.8 / 10;9.2 / 10;8.3 / 10;25;USD 3,048;89;76;500.0%;60 Days;Age 0 to Age 50
Female;18;Non Smoker;TotalGuard Critical Illness Multiple Protector;China Life | 中國人壽;8.9 / 10;8.8 / 10;9.1 / 10;25;USD 3,300;93;101;800.0%;90 Days;Age 0 to Age 50
Female;18;Non Smoker;ManuBright Care 2 Plus;Manulife | 宏利;8.8 / 10;8.8 / 10;8.6 / 10;25;USD 2,864;60;44;680.0%;90 Days;Age 0 to Age 60
Female;18;Non Smoker;SunWell Advanced Care;Sun Life | Sun Life 永明;8.6 / 10;8.7 / 10;7.8 / 10;25;USD 2,412;71;117;500.0%;60 Days;Age 0 to Age 50
Female;18;Non Smoker;FamCare 198;CTF Life | 周大福人壽;8.7 / 10;9.4 / 10;7.6 / 10;25;USD 2,598;71;127;700.0%;60 Days;Age 0 to Age 50
Female;18;Non Smoker;On Your SIde Plan;AIA | 友邦香港;8.7 / 10;9.1 / 10;8.2 / 10;25;USD 2,624;58;44;900.0%;90 Days;Age 0 to Age 55
Female;18;Non Smoker;HealthCare 168 Plus;CTF Life | 周大福人壽;8.6 / 10;8.8 / 10;8.3 / 10;25;USD 2,475;69;83;500.0%;60 Days;Age 0 to Age 50
Female;18;Non Smoker;Manulife Bright Care PRO;Manulife | 宏利;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 2,486;60;63;500.0%;90 Days;Age 0 to Age 60
Female;18;Non Smoker;SunHealth OmniCare Plan 3;Sun Life | Sun Life 永明;8.6 / 10;9 / 10;8 / 10;25;USD 3,023;63;62;1100.0%;90 Days;Age 0 to Age 50
Female;18;Non Smoker;ManuLove Care;Manulife | 宏利;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 3,199;60;30;700.0%;90 Days;Age 0 to Age 60
Female;18;Non Smoker;PRUHealth Guardian Critical Illness Plan;Prudential | 保誠保險;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 2,975;56;71;900.0%;90 Days;Age 0 to Age 49
Female;18;Non Smoker;SunHealth LovePromise;Sun Life | Sun Life 永明;8.5 / 10;8.9 / 10;7.9 / 10;25;USD 2,865;64;62;950.0%;90 Days;Age 0 to Age 50
Female;18;Non Smoker;Embrace Care Critical Illness Protector;Chubb Life | 安達人壽;8.4 / 10;8.6 / 10;8.1 / 10;25;USD 2,245;65;56;500.0%;60 Days;Age 0 to Age 55
Female;18;Non Smoker;Elite Care Critical Illness Insurance Plan;China Life | 中國人壽;8.4 / 10;8.8 / 10;7.9 / 10;25;USD 2,731;88;88;420.0%;90 Days;Age 0 to Age 50
Female;18;Non Smoker;ManuBright Care 2;Manulife | 宏利;8.2 / 10;8.8 / 10;7.2 / 10;25;USD 2,642;60;44;500.0%;90 Days;Age 0 to Age 60
Female;18;Non Smoker;SunHealth OmniCare Plan 2;Sun Life | Sun Life 永明;8.2 / 10;9 / 10;7 / 10;25;USD 2,556;63;62;900.0%;90 Days;Age 0 to Age 50
Female;18;Non Smoker;AXA Health Vital 2 (Early and Multi Supp Plus);AXA Hong Kong and Macau | AXA 安盛;8.0 / 10;8.4 / 10;7.4 / 10;25;USD 2,914;62;54;900.0%;60 Days;Age 0 to Age 50
Female;18;Non Smoker;Smart Elite Ultra;AIA | 友邦香港;7.8 / 10;8.3 / 10;7 / 10;25;USD 3,128;58;44;900.0%;90 Days;Age 0 to Age 55
Female;18;Non Smoker;AXA Health Vital 2 (Early and Multi Supp);AXA Hong Kong and Macau | AXA 安盛;7.6 / 10;8.4 / 10;6.4 / 10;25;USD 2,821;62;54;500.0%;60 Days;Age 0 to Age 50
Female;18;Non Smoker;Well Protect Critical Illness Insurance Plan;Well Link Life | 立橋人壽;7.3 / 10;8.3 / 10;5.8 / 10;20;USD 3,000;62;45;500.0%;60 Days;Age 0 to Age 45
Female;18;Non Smoker;Multi Care Pro 2;AIA | 友邦香港;7.4 / 10;7.8 / 10;6.9 / 10;25;USD 2,271;53;3;500.0%;90 Days;Age 0 to Age 55
Female;18;Non Smoker;BestCarePro (Multiple claims rider);BOC Life | 中銀人壽;7.3 / 10;7.9 / 10;6.4 / 10;20;USD 2,295;55;39;600.0%;90 Days;Age 0 to Age 55
Female;18;Non Smoker;Smart Guard Critical Illness Plan;BOC Life | 中銀人壽;7.0 / 10;8.4 / 10;4.9 / 10;20;USD 2,646;55;39;420.0%;90 Days;Age 0 to Age 55
Female;25;Non Smoker;Crisis OneMaster;FWD | 富衛;9.9 / 10;10.0 / 10;9.0 / 10;25;USD 4,655;68;102;1374.0%;90 Days;Age 0 to Age 50
Female;25;Non Smoker;Crisis OneMaster Pro;FWD | 富衛;9.9 / 10;10.0 / 10;9.0 / 10;25;USD 4,884;68;102;1374.0%;90 Days;Age 0 to Age 50
Female;25;Non Smoker;TotalGuard Critical Illness Multiple Protector (SS);China Life | 中國人壽;9.6 / 10;9.4 / 10;10 / 10;25;USD 5,377;93;101;900.0%;90 Days;Age 0 to Age 50
Female;25;Non Smoker;SunWell Supreme Care;Sun Life | Sun Life 永明;9.4 / 10;9.5 / 10;7.8 / 10;25;USD 3,224;71;117;700.0%;60 Days;Age 0 to Age 50
Female;25;Non Smoker;TotalAssure Plus Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;9.5 / 10;9.2 / 10;10 / 10;25;USD 4,128;63;75;1300.0%;60 Days;Age 0 to Age 60
Female;25;Non Smoker;LionGuardian Beyond;Generali | 忠意保險;9.4 / 10;9.3 / 10;9.5 / 10;25;USD 2,723;69;69;Not specified;60 Days;Age 0 to Age 55
Female;25;Non Smoker;LionAlong;Generali | 忠意保險;9.3 / 10;9.4 / 10;9.3 / 10;25;USD 2,694;69;69;720.0%;60 Days;Age 0 to Age 55
Female;25;Non Smoker;Crisis USupporter Pro;FWD | 富衛;9.2 / 10;9.3 / 10;8.8 / 10;25;USD 3,576;62;65;1152.0%;90 Days;Age 0 to Age 50
Female;25;Non Smoker;Crisis USupporter;FWD | 富衛;9.1 / 10;9.2 / 10;8.8 / 10;25;USD 3,276;62;65;1121.0%;90 Days;Age 0 to Age 50
Female;25;Non Smoker;PrimeHealth Pro (Signature);YF Life | 萬通保險;9.3 / 10;9.2 / 10;9.6 / 10;25;USD 2,886;68;50;740.0%;60 Days;Age 0 to Age 55
Female;25;Non Smoker;ManuPrimo Care;Manulife | 宏利;9.1 / 10;8.8 / 10;9.6 / 10;25;USD 3,535;60;44;900.0%;90 Days;Age 0 to Age 60
Female;25;Non Smoker;TotalAssure Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;9.1 / 10;9.1 / 10;9 / 10;25;USD 3,398;63;75;1000.0%;60 Days;Age 0 to Age 60
Female;25;Non Smoker;Critical Illness 188 Whole Life Insurance Plan;BOC Life | 中銀人壽;8.8 / 10;9.2 / 10;8.3 / 10;25;USD 3,651;89;76;500.0%;60 Days;Age 0 to Age 50
Female;25;Non Smoker;Health Critical Illness Extended Care III;Prudential | 保誠保險;9.0 / 10;8.8 / 10;9.2 / 10;25;USD 3,668;56;61;860.0%;90 Days;Age 0 to Age 49
Female;25;Non Smoker;TotalGuard Critical Illness Multiple Protector;China Life | 中國人壽;8.9 / 10;8.8 / 10;9.1 / 10;25;USD 4,077;93;101;800.0%;90 Days;Age 0 to Age 50
Female;25;Non Smoker;ManuBright Care 2 Plus;Manulife | 宏利;8.8 / 10;8.8 / 10;8.6 / 10;25;USD 3,449;60;44;680.0%;90 Days;Age 0 to Age 60
Female;25;Non Smoker;SunWell Advanced Care;Sun Life | Sun Life 永明;8.6 / 10;8.7 / 10;7.8 / 10;25;USD 2,757;71;117;500.0%;60 Days;Age 0 to Age 50
Female;25;Non Smoker;FamCare 198;CTF Life | 周大福人壽;8.7 / 10;9.4 / 10;7.6 / 10;25;USD 3,106;71;127;700.0%;60 Days;Age 0 to Age 50
Female;25;Non Smoker;On Your SIde Plan;AIA | 友邦香港;8.7 / 10;9.1 / 10;8.2 / 10;25;USD 3,191;58;44;900.0%;90 Days;Age 0 to Age 55
Female;25;Non Smoker;Manulife Bright Care PRO;Manulife | 宏利;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 2,884;60;63;500.0%;90 Days;Age 0 to Age 60
Female;25;Non Smoker;HealthCare 168 Plus;CTF Life | 周大福人壽;8.6 / 10;8.8 / 10;8.3 / 10;25;USD 3,003;69;83;500.0%;60 Days;Age 0 to Age 50
Female;25;Non Smoker;SunHealth OmniCare Plan 3;Sun Life | Sun Life 永明;8.6 / 10;9 / 10;8 / 10;25;USD 3,684;63;62;1100.0%;90 Days;Age 0 to Age 50
Female;25;Non Smoker;ManuLove Care;Manulife | 宏利;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 4,003;60;30;700.0%;90 Days;Age 0 to Age 60
Female;25;Non Smoker;PRUHealth Guardian Critical Illness Plan;Prudential | 保誠保險;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 3,626;56;71;900.0%;90 Days;Age 0 to Age 49
Female;25;Non Smoker;SunHealth LovePromise;Sun Life | Sun Life 永明;8.5 / 10;8.9 / 10;7.9 / 10;25;USD 3,437;64;62;950.0%;90 Days;Age 0 to Age 50
Female;25;Non Smoker;Embrace Care Critical Illness Protector;Chubb Life | 安達人壽;8.4 / 10;8.6 / 10;8.1 / 10;25;USD 2,746;65;56;500.0%;60 Days;Age 0 to Age 55
Female;25;Non Smoker;Elite Care Critical Illness Insurance Plan;China Life | 中國人壽;8.4 / 10;8.8 / 10;7.9 / 10;25;USD 3,303;88;88;420.0%;90 Days;Age 0 to Age 50
Female;25;Non Smoker;ManuBright Care 2;Manulife | 宏利;8.2 / 10;8.8 / 10;7.2 / 10;25;USD 3,181;60;44;500.0%;90 Days;Age 0 to Age 60
Female;25;Non Smoker;SunHealth OmniCare Plan 2;Sun Life | Sun Life 永明;8.2 / 10;9 / 10;7 / 10;25;USD 3,125;63;62;900.0%;90 Days;Age 0 to Age 50
Female;25;Non Smoker;AXA Health Vital 2 (Early and Multi Supp Plus);AXA Hong Kong and Macau | AXA 安盛;8.0 / 10;8.4 / 10;7.4 / 10;25;USD 3,656;62;54;900.0%;60 Days;Age 0 to Age 50
Female;25;Non Smoker;Smart Elite Ultra;AIA | 友邦香港;7.8 / 10;8.3 / 10;7 / 10;25;USD 3,672;58;44;900.0%;90 Days;Age 0 to Age 55
Female;25;Non Smoker;AXA Health Vital 2 (Early and Multi Supp);AXA Hong Kong and Macau | AXA 安盛;7.6 / 10;8.4 / 10;6.4 / 10;25;USD 3,541;62;54;500.0%;60 Days;Age 0 to Age 50
Female;25;Non Smoker;Well Protect Critical Illness Insurance Plan;Well Link Life | 立橋人壽;7.3 / 10;8.3 / 10;5.8 / 10;20;USD 3,513;62;45;500.0%;60 Days;Age 0 to Age 45
Female;25;Non Smoker;Multi Care Pro 2;AIA | 友邦香港;7.4 / 10;7.8 / 10;6.9 / 10;25;USD 2,837;53;3;500.0%;90 Days;Age 0 to Age 55
Female;25;Non Smoker;BestCarePro (Multiple claims rider);BOC Life | 中銀人壽;7.3 / 10;7.9 / 10;6.4 / 10;20;USD 3,500;55;39;600.0%;90 Days;Age 0 to Age 55
Female;25;Non Smoker;Smart Guard Critical Illness Plan;BOC Life | 中銀人壽;7.0 / 10;8.4 / 10;4.9 / 10;20;USD 3,258;55;39;420.0%;90 Days;Age 0 to Age 55
Female;30;Non Smoker;Crisis OneMaster;FWD | 富衛;9.9 / 10;10.0 / 10;9.0 / 10;25;USD 5,127;68;102;1374.0%;90 Days;Age 0 to Age 50
Female;30;Non Smoker;Crisis OneMaster Pro;FWD | 富衛;9.9 / 10;10.0 / 10;9.0 / 10;25;USD 5,528;68;102;1374.0%;90 Days;Age 0 to Age 50
Female;30;Non Smoker;TotalGuard Critical Illness Multiple Protector (SS);China Life | 中國人壽;9.6 / 10;9.4 / 10;10 / 10;25;USD 6,237;93;101;900.0%;90 Days;Age 0 to Age 50
Female;30;Non Smoker;SunWell Supreme Care;Sun Life | Sun Life 永明;9.4 / 10;9.5 / 10;7.8 / 10;25;USD 3,776;71;117;700.0%;60 Days;Age 0 to Age 50
Female;30;Non Smoker;TotalAssure Plus Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;9.5 / 10;9.2 / 10;10 / 10;25;USD 4,833;63;75;1300.0%;60 Days;Age 0 to Age 60
Female;30;Non Smoker;LionGuardian Beyond;Generali | 忠意保險;9.4 / 10;9.3 / 10;9.5 / 10;25;USD 3,209;69;69;Not specified;60 Days;Age 0 to Age 55
Female;30;Non Smoker;LionAlong;Generali | 忠意保險;9.3 / 10;9.4 / 10;9.3 / 10;25;USD 3,143;69;69;720.0%;60 Days;Age 0 to Age 55
Female;30;Non Smoker;Crisis USupporter Pro;FWD | 富衛;9.2 / 10;9.3 / 10;8.8 / 10;25;USD 4,070;62;65;1152.0%;90 Days;Age 0 to Age 55
Female;30;Non Smoker;Crisis USupporter;FWD | 富衛;9.1 / 10;9.2 / 10;8.8 / 10;25;USD 3,738;62;65;1121.0%;90 Days;Age 0 to Age 55
Female;30;Non Smoker;PrimeHealth Pro (Signature);YF Life | 萬通保險;9.3 / 10;9.2 / 10;9.6 / 10;25;USD 3,230;68;50;740.0%;60 Days;Age 0 to Age 55
Female;30;Non Smoker;ManuPrimo Care;Manulife | 宏利;9.1 / 10;8.8 / 10;9.6 / 10;25;USD 4,103;60;44;900.0%;90 Days;Age 0 to Age 60
Female;30;Non Smoker;TotalAssure Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;9.1 / 10;9.1 / 10;9 / 10;25;USD 3,882;63;75;1000.0%;60 Days;Age 0 to Age 60
Female;30;Non Smoker;Critical Illness 188 Whole Life Insurance Plan;BOC Life | 中銀人壽;8.8 / 10;9.2 / 10;8.3 / 10;25;USD 4,133;89;76;500.0%;60 Days;Age 0 to Age 50
Female;30;Non Smoker;TotalGuard Critical Illness Multiple Protector;China Life | 中國人壽;8.9 / 10;8.8 / 10;9.1 / 10;25;USD 4,753;93;101;800.0%;90 Days;Age 0 to Age 50
Female;30;Non Smoker;ManuBright Care 2 Plus;Manulife | 宏利;8.8 / 10;8.8 / 10;8.6 / 10;25;USD 4,013;60;44;680.0%;90 Days;Age 0 to Age 60
Female;30;Non Smoker;SunWell Advanced Care;Sun Life | Sun Life 永明;8.6 / 10;8.7 / 10;7.8 / 10;25;USD 3,270;71;117;500.0%;60 Days;Age 0 to Age 50
Female;30;Non Smoker;FamCare 198;CTF Life | 周大福人壽;8.7 / 10;9.4 / 10;7.6 / 10;25;USD 3,636;71;127;700.0%;60 Days;Age 0 to Age 50
Female;30;Non Smoker;On Your SIde Plan;AIA | 友邦香港;8.7 / 10;9.1 / 10;8.2 / 10;25;USD 3,668;58;44;900.0%;90 Days;Age 0 to Age 55
Female;30;Non Smoker;Manulife Bright Care PRO;Manulife | 宏利;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 3,335;60;63;500.0%;90 Days;Age 0 to Age 60
Female;30;Non Smoker;HealthCare 168 Plus;CTF Life | 周大福人壽;8.6 / 10;8.8 / 10;8.3 / 10;25;USD 3,531;69;83;500.0%;60 Days;Age 0 to Age 50
Female;30;Non Smoker;SunHealth OmniCare Plan 3;Sun Life | Sun Life 永明;8.6 / 10;9 / 10;8 / 10;25;USD 4,286;63;62;1100.0%;90 Days;Age 0 to Age 50
Female;30;Non Smoker;ManuLove Care;Manulife | 宏利;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 4,700;60;30;700.0%;90 Days;Age 0 to Age 60
Female;30;Non Smoker;PRUHealth Guardian Critical Illness Plan;Prudential | 保誠保險;8.6 / 10;8.8 / 10;8.2 / 10;25;USD 4,247;56;71;900.0%;90 Days;Age 0 to Age 49
Female;30;Non Smoker;SunHealth LovePromise;Sun Life | Sun Life 永明;8.5 / 10;8.9 / 10;7.9 / 10;25;USD 3,906;64;62;950.0%;90 Days;Age 0 to Age 50
Female;30;Non Smoker;Embrace Care Critical Illness Protector;Chubb Life | 安達人壽;8.4 / 10;8.6 / 10;8.1 / 10;25;USD 3,256;65;56;500.0%;60 Days;Age 0 to Age 55
Female;30;Non Smoker;Elite Care Critical Illness Insurance Plan;China Life | 中國人壽;8.4 / 10;8.8 / 10;7.9 / 10;25;USD 3,883;88;88;420.0%;90 Days;Age 0 to Age 50
Female;30;Non Smoker;ManuBright Care 2;Manulife | 宏利;8.2 / 10;8.8 / 10;7.2 / 10;25;USD 3,701;60;44;500.0%;90 Days;Age 0 to Age 60
Female;30;Non Smoker;SunHealth OmniCare Plan 2;Sun Life | Sun Life 永明;8.2 / 10;9 / 10;7 / 10;25;USD 3,651;63;62;900.0%;90 Days;Age 0 to Age 50
Female;30;Non Smoker;AXA Health Vital 2 (Early and Multi Supp Plus);AXA Hong Kong and Macau | AXA 安盛;8.0 / 10;8.4 / 10;7.4 / 10;25;USD 4,360;62;54;900.0%;60 Days;Age 0 to Age 50
Female;30;Non Smoker;Smart Elite Ultra;AIA | 友邦香港;7.8 / 10;8.3 / 10;7 / 10;25;USD 4,127;58;44;900.0%;90 Days;Age 0 to Age 55
Female;30;Non Smoker;AXA Health Vital 2 (Early and Multi Supp);AXA Hong Kong and Macau | AXA 安盛;7.6 / 10;8.4 / 10;6.4 / 10;25;USD 4,220;62;54;500.0%;60 Days;Age 0 to Age 50
Female;30;Non Smoker;Well Protect Critical Illness Insurance Plan;Well Link Life | 立橋人壽;7.3 / 10;8.3 / 10;5.8 / 10;20;USD 3,873;62;45;500.0%;60 Days;Age 0 to Age 45
Female;30;Non Smoker;Multi Care Pro 2;AIA | 友邦香港;7.4 / 10;7.8 / 10;6.9 / 10;25;USD 3,366;53;3;500.0%;90 Days;Age 0 to Age 55
Female;30;Non Smoker;BestCarePro (Multiple claims rider);BOC Life | 中銀人壽;7.3 / 10;7.9 / 10;6.4 / 10;20;USD 3,252;55;39;600.0%;90 Days;Age 0 to Age 55
