InsuranceName;Company;Average;WholeLifeScore;TermsScore;Gender;Age;Smoker;PriceYear
SunHealth OmniCare Plan 3;Sun Life | Sun Life 永明;8.9;9.1 / 10;7.5 / 10;Female;35;Non Smoker;5,024
Critical Illness 188 Whole Life Insurance Plan;BOC Life | 中銀人壽;8.9;9.0 / 10;7.5 / 10;Female;35;Non Smoker;4,898
HealthCare 168 Plus;CTF Life | 周大福人壽;8.8;9.0 / 10;7.5 / 10;Female;35;Non Smoker;4,180
TotalGuard Critical Illness Multiple Protector (SS);China Life | 中國人壽;9.3;9.6 / 10;6.5 / 10;Female;35;Non Smoker;7,206
SunWell Advanced Care;Sun Life | Sun Life 永明;8.8;8.9 / 10;7.8 / 10;Female;35;Non Smoker;3,816
ManuPrimo Care;Manulife | 宏利;8.8;8.9 / 10;7.5 / 10;Female;35;Non Smoker;4,790
FamCare 198;CTF Life | 周大福人壽;8.7;8.9 / 10;7.8 / 10;Female;35;Non Smoker;4,305
SunHealth OmniCare Plan 2;Sun Life | Sun Life 永明;8.7;8.9 / 10;7.3 / 10;Female;35;Non Smoker;4,253
PrimeHealth Pro (Signature);YF Life | 萬通保險;8.7;8.9 / 10;6.5 / 10;Female;35;Non Smoker;3,983
Embrace Care Critical Illness Protector;Chubb Life | 安達人壽;8.7;8.8 / 10;8.0 / 10;Female;35;Non Smoker;3,853
TotalGuard Critical Illness Multiple Protector;China Life | 中國人壽;8.6;8.9 / 10;6.5 / 10;Female;35;Non Smoker;5,487
Health Critical Illness Extended Care III;Prudential | 保誠保險;8.6;8.9 / 10;6.3 / 10;Female;35;Non Smoker;4,962
SunHealth LovePromise;Sun Life | Sun Life 永明;8.6;8.7 / 10;7.8 / 10;Female;35;Non Smoker;4,635
ManuBright Care 2 Plus;Manulife | 宏利;8.5;8.7 / 10;7.3 / 10;Female;35;Non Smoker;4,658
TotalAssure Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;8.5;8.6 / 10;7.8 / 10;Female;35;Non Smoker;4,604
PRUHealth Guardian Critical Illness Plan;Prudential | 保誠保險;8.4;8.6 / 10;6.5 / 10;Female;35;Non Smoker;5,036
Manulife Bright Care PRO;Manulife | 宏利;8.4;8.5 / 10;7.5 / 10;Female;35;Non Smoker;3,977
ManuLove Care;Manulife | 宏利;8.4;8.5 / 10;7.3 / 10;Female;35;Non Smoker;5,435
ManuBright Care 2;Manulife | 宏利;8.2;8.4 / 10;7.3 / 10;Female;35;Non Smoker;4,297
On Your SIde Plan;AIA | 友邦香港;8.2;8.4 / 10;6.3 / 10;Female;35;Non Smoker;4,374
AXA Health Vital 2 (Early and Multi Supp Plus);AXA Hong Kong and Macau | AXA 安盛;8.1;8.2 / 10;7.0 / 10;Female;35;Non Smoker;5,240
Elite Care Critical Illness Insurance Plan;China Life | 中國人壽;7.9;8.1 / 10;6.5 / 10;Female;35;Non Smoker;4,537
Smart Elite Ultra;AIA | 友邦香港;7.6;7.7 / 10;6.5 / 10;Female;35;Non Smoker;4,712
Well Protect Critical Illness Insurance Plan;Well Link Life | 立橋人壽;7.3;7.4 / 10;5.8 / 10;Female;35;Non Smoker;4,361
AXA Health Vital 2 (Early and Multi Supp);AXA Hong Kong and Macau | AXA 安盛;7.0;7.3 / 10;4.8 / 10;Female;35;Non Smoker;5,064
Multi Care Pro 2;AIA | 友邦香港;6.8;7.1 / 10;4.3 / 10;Female;35;Non Smoker;3,941
Smart Guard Critical Illness Plan;BOC Life | 中銀人壽;6.7;6.9 / 10;4.8 / 10;Female;35;Non Smoker;4,278
BestCarePro (Multiple claims rider);BOC Life | 中銀人壽;6.5;6.9 / 10;3.0 / 10;Female;35;Non Smoker;4,596
SunHealth OmniCare Plan 1;Sun Life | Sun Life 永明;5.8;6.1 / 10;2.8 / 10;Female;35;Non Smoker;3,398
CoverVital Critical Illness Protector;China Taiping | 中國太平;5.5;5.8 / 10;2.8 / 10;Female;35;Non Smoker;4,062
PrimeHealth Pro (Essential);YF Life | 萬通保險;5.3;5.6 / 10;3.0 / 10;Female;35;Non Smoker;2,549
Crisis XDefender Light;FWD | 富衛;5.3;5.6 / 10;3.0 / 10;Female;35;Non Smoker;3,228
PRUHealth Critical Illness First Protect II;Prudential | 保誠保險;5.3;5.6 / 10;2.8 / 10;Female;35;Non Smoker;3,290
Health Select 2;AXA Hong Kong and Macau | AXA 安盛;5.3;5.6 / 10;2.3 / 10;Female;35;Non Smoker;3,176
ManuVital Care;Manulife | 宏利;5.1;5.2 / 10;3.8 / 10;Female;35;Non Smoker;2,525
Super Care Critical Illness Protector;Chubb Life | 安達人壽;5.0;5.3 / 10;2.3 / 10;Female;35;Non Smoker;3,457
“Protect Starter” Critical Illness Protector;CTF Life | 周大福人壽;5.0;5.2 / 10;3.0 / 10;Female;35;Non Smoker;2,493
Executive Care Pro 2 Plan;AIA | 友邦香港;5.0;5.2 / 10;2.5 / 10;Female;35;Non Smoker;2,934
Protector Critical Illness Insurance Plan;China Life | 中國人壽;4.9;5.2 / 10;1.8 / 10;Female;35;Non Smoker;3,901
BestCarePro;BOC Life | 中銀人壽;4.8;5.2 / 10;1.3 / 10;Female;35;Non Smoker;3,674
Well Protect Critical Illness SimPro;Well Link Life | 立橋人壽;4.8;5.2 / 10;0.5 / 10;Female;35;Non Smoker;3,077
EasyWell Critical Illness Protector;Prudential | 保誠保險;4.6;4.9 / 10;1.8 / 10;Female;35;Non Smoker;2,603
SunWell Supreme Care;Sun Life | Sun Life 永明;9.3;9.5 / 10;7.8 / 10;Female;40;Non Smoker;5,409
LionGuardian Beyond;Generali | 忠意保險;9.3;9.4 / 10;8.8 / 10;Female;40;Non Smoker;4,742
LionAlong;Generali | 忠意保險;9.2;9.2 / 10;8.8 / 10;Female;40;Non Smoker;5,126
Crisis OneMaster;FWD | 富衛;9.1;9.2 / 10;9.0 / 10;Female;40;Non Smoker;7,125
Crisis OneMaster Pro;FWD | 富衛;9.1;9.2 / 10;9.0 / 10;Female;40;Non Smoker;7,737
Crisis USupporter;FWD | 富衛;9.0;9.0 / 10;8.8 / 10;Female;40;Non Smoker;5,351
Crisis USupporter Pro;FWD | 富衛;9.0;9.0 / 10;8.8 / 10;Female;40;Non Smoker;5,796
TotalAssure Plus Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;8.9;9.1 / 10;7.8 / 10;Female;40;Non Smoker;6,780
SunHealth OmniCare Plan 3;Sun Life | Sun Life 永明;8.9;9.1 / 10;7.5 / 10;Female;40;Non Smoker;5,825
Critical Illness 188 Whole Life Insurance Plan;BOC Life | 中銀人壽;8.9;9.0 / 10;7.5 / 10;Female;40;Non Smoker;5,661
HealthCare 168 Plus;CTF Life | 周大福人壽;8.8;9.0 / 10;7.5 / 10;Female;40;Non Smoker;5,058
TotalGuard Critical Illness Multiple Protector (SS);China Life | 中國人壽;9.3;9.6 / 10;6.5 / 10;Female;40;Non Smoker;8,551
SunWell Advanced Care;Sun Life | Sun Life 永明;8.8;8.9 / 10;7.8 / 10;Female;40;Non Smoker;4,647
ManuPrimo Care;Manulife | 宏利;8.8;8.9 / 10;7.5 / 10;Female;40;Non Smoker;5,650
FamCare 198;CTF Life | 周大福人壽;8.7;8.9 / 10;7.8 / 10;Female;40;Non Smoker;5,209
SunHealth OmniCare Plan 2;Sun Life | Sun Life 永明;8.7;8.9 / 10;7.3 / 10;Female;40;Non Smoker;5,172
PrimeHealth Pro (Signature);YF Life | 萬通保險;8.7;8.9 / 10;6.5 / 10;Female;40;Non Smoker;4,880
Embrace Care Critical Illness Protector;Chubb Life | 安達人壽;8.7;8.8 / 10;8.0 / 10;Female;40;Non Smoker;4,477
TotalGuard Critical Illness Multiple Protector;China Life | 中國人壽;8.6;8.9 / 10;6.5 / 10;Female;40;Non Smoker;6,484
SunHealth LovePromise;Sun Life | Sun Life 永明;8.6;8.7 / 10;7.8 / 10;Female;40;Non Smoker;5,223
ManuBright Care 2 Plus;Manulife | 宏利;8.5;8.7 / 10;7.3 / 10;Female;40;Non Smoker;5,393
TotalAssure Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;8.5;8.6 / 10;7.8 / 10;Female;40;Non Smoker;5,408
PRUHealth Guardian Critical Illness Plan;Prudential | 保誠保險;8.4;8.6 / 10;6.5 / 10;Female;40;Non Smoker;5,882
Manulife Bright Care PRO;Manulife | 宏利;8.4;8.5 / 10;7.5 / 10;Female;40;Non Smoker;4,762
ManuLove Care;Manulife | 宏利;8.4;8.5 / 10;7.3 / 10;Female;40;Non Smoker;6,317
ManuBright Care 2;Manulife | 宏利;8.2;8.4 / 10;7.3 / 10;Female;40;Non Smoker;4,984
On Your SIde Plan;AIA | 友邦香港;8.2;8.4 / 10;6.3 / 10;Female;40;Non Smoker;5,139
AXA Health Vital 2 (Early and Multi Supp Plus);AXA Hong Kong and Macau | AXA 安盛;8.1;8.2 / 10;7.0 / 10;Female;40;Non Smoker;6,290
Elite Care Critical Illness Insurance Plan;China Life | 中國人壽;7.9;8.1 / 10;6.5 / 10;Female;40;Non Smoker;5,275
Smart Elite Ultra;AIA | 友邦香港;7.6;7.7 / 10;6.5 / 10;Female;40;Non Smoker;5,648
Well Protect Critical Illness Insurance Plan;Well Link Life | 立橋人壽;7.3;7.4 / 10;5.8 / 10;Female;40;Non Smoker;4,901
AXA Health Vital 2 (Early and Multi Supp);AXA Hong Kong and Macau | AXA 安盛;7.0;7.3 / 10;4.8 / 10;Female;40;Non Smoker;6,084
Multi Care Pro 2;AIA | 友邦香港;6.8;7.1 / 10;4.3 / 10;Female;40;Non Smoker;4,620
Smart Guard Critical Illness Plan;BOC Life | 中銀人壽;6.7;6.9 / 10;4.8 / 10;Female;40;Non Smoker;5,094
BestCarePro (Multiple claims rider);BOC Life | 中銀人壽;6.5;6.9 / 10;3.0 / 10;Female;40;Non Smoker;4,319
SunHealth OmniCare Plan 1;Sun Life | Sun Life 永明;5.8;6.1 / 10;2.8 / 10;Female;40;Non Smoker;4,059
CoverVital Critical Illness Protector;China Taiping | 中國太平;5.5;5.8 / 10;2.8 / 10;Female;40;Non Smoker;4,772
PrimeHealth Pro (Essential);YF Life | 萬通保險;5.3;5.6 / 10;3.0 / 10;Female;40;Non Smoker;3,135
Crisis XDefender Light;FWD | 富衛;5.3;5.6 / 10;3.0 / 10;Female;40;Non Smoker;3,842
Health Select 2;AXA Hong Kong and Macau | AXA 安盛;5.3;5.6 / 10;2.3 / 10;Female;40;Non Smoker;3,882
ManuVital Care;Manulife | 宏利;5.1;5.2 / 10;3.8 / 10;Female;40;Non Smoker;3,143
Super Care Critical Illness Protector;Chubb Life | 安達人壽;5.0;5.3 / 10;2.3 / 10;Female;40;Non Smoker;4,036
“Protect Starter” Critical Illness Protector;CTF Life | 周大福人壽;5.0;5.2 / 10;3.0 / 10;Female;40;Non Smoker;3,124
Executive Care Pro 2 Plan;AIA | 友邦香港;5.0;5.2 / 10;2.5 / 10;Female;40;Non Smoker;3,587
Protector Critical Illness Insurance Plan;China Life | 中國人壽;4.9;5.2 / 10;1.8 / 10;Female;40;Non Smoker;4,626
BestCarePro;BOC Life | 中銀人壽;4.8;5.2 / 10;1.3 / 10;Female;40;Non Smoker;4,319
Well Protect Critical Illness SimPro;Well Link Life | 立橋人壽;4.8;5.2 / 10;0.5 / 10;Female;40;Non Smoker;3,627
SunWell Supreme Care;Sun Life | Sun Life 永明;9.3;9.5 / 10;7.8 / 10;Female;45;Non Smoker;6,260
LionGuardian Beyond;Generali | 忠意保險;9.3;9.4 / 10;8.8 / 10;Female;45;Non Smoker;6,731
LionAlong;Generali | 忠意保險;9.2;9.2 / 10;8.8 / 10;Female;45;Non Smoker;6,693
Crisis OneMaster;FWD | 富衛;9.1;9.2 / 10;9.0 / 10;Female;45;Non Smoker;8,355
Crisis OneMaster Pro;FWD | 富衛;9.1;9.2 / 10;9.0 / 10;Female;45;Non Smoker;9,105
Crisis USupporter;FWD | 富衛;9.0;9.0 / 10;8.8 / 10;Female;45;Non Smoker;6,278
Crisis USupporter Pro;FWD | 富衛;9.0;9.0 / 10;8.8 / 10;Female;45;Non Smoker;6,770
TotalAssure Plus Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;8.9;9.1 / 10;7.8 / 10;Female;45;Non Smoker;7,956
SunHealth OmniCare Plan 3;Sun Life | Sun Life 永明;8.9;9.1 / 10;7.5 / 10;Female;45;Non Smoker;6,816
Critical Illness 188 Whole Life Insurance Plan;BOC Life | 中銀人壽;8.9;9.0 / 10;7.5 / 10;Female;45;Non Smoker;6,693
HealthCare 168 Plus;CTF Life | 周大福人壽;8.8;9.0 / 10;7.5 / 10;Female;45;Non Smoker;6,034
TotalGuard Critical Illness Multiple Protector (SS);China Life | 中國人壽;9.3;9.6 / 10;6.5 / 10;Female;45;Non Smoker;9,919
SunWell Advanced Care;Sun Life | Sun Life 永明;8.8;8.9 / 10;7.8 / 10;Female;45;Non Smoker;5,318
ManuPrimo Care;Manulife | 宏利;8.8;8.9 / 10;7.5 / 10;Female;45;Non Smoker;6,541
FamCare 198;CTF Life | 周大福人壽;8.7;8.9 / 10;7.8 / 10;Female;45;Non Smoker;6,034
SunHealth OmniCare Plan 2;Sun Life | Sun Life 永明;8.7;8.9 / 10;7.3 / 10;Female;45;Non Smoker;5,958
PrimeHealth Pro (Signature);YF Life | 萬通保險;8.7;8.9 / 10;6.5 / 10;Female;45;Non Smoker;5,558
Embrace Care Critical Illness Protector;Chubb Life | 安達人壽;8.7;8.8 / 10;8.0 / 10;Female;45;Non Smoker;5,235
TotalGuard Critical Illness Multiple Protector;China Life | 中國人壽;8.6;8.9 / 10;6.5 / 10;Female;45;Non Smoker;7,545
Health Critical Illness Extended Care III;Prudential | 保誠保險;8.6;8.9 / 10;6.3 / 10;Female;45;Non Smoker;6,525
SunHealth LovePromise;Sun Life | Sun Life 永明;8.6;8.7 / 10;7.8 / 10;Female;45;Non Smoker;6,197
ManuBright Care 2 Plus;Manulife | 宏利;8.5;8.7 / 10;7.3 / 10;Female;45;Non Smoker;6,079
TotalAssure Critical Illness Plan;AXA Hong Kong and Macau | AXA 安盛;8.5;8.6 / 10;7.8 / 10;Female;45;Non Smoker;6,339
PRUHealth Guardian Critical Illness Plan;Prudential | 保誠保險;8.4;8.6 / 10;6.5 / 10;Female;45;Non Smoker;6,783
Manulife Bright Care PRO;Manulife | 宏利;8.4;8.5 / 10;7.5 / 10;Female;45;Non Smoker;5,492
ManuLove Care;Manulife | 宏利;8.4;8.5 / 10;7.3 / 10;Female;45;Non Smoker;7,112
ManuBright Care 2;Manulife | 宏利;8.2;8.4 / 10;7.3 / 10;Female;45;Non Smoker;5,660
On Your SIde Plan;AIA | 友邦香港;8.2;8.4 / 10;6.3 / 10;Female;45;Non Smoker;6,060
AXA Health Vital 2 (Early and Multi Supp Plus);AXA Hong Kong and Macau | AXA 安盛;8.1;8.2 / 10;7.0 / 10;Female;45;Non Smoker;7,373
Elite Care Critical Illness Insurance Plan;China Life | 中國人壽;7.9;8.1 / 10;6.5 / 10;Female;45;Non Smoker;5,932
Smart Elite Ultra;AIA | 友邦香港;7.6;7.7 / 10;6.5 / 10;Female;45;Non Smoker;6,422
Well Protect Critical Illness Insurance Plan;Well Link Life | 立橋人壽;7.3;7.4 / 10;5.8 / 10;Female;45;Non Smoker;5,573
AXA Health Vital 2 (Early and Multi Supp);AXA Hong Kong and Macau | AXA 安盛;7.0;7.3 / 10;4.8 / 10;Female;45;Non Smoker;7,142
Multi Care Pro 2;AIA | 友邦香港;6.8;7.1 / 10;4.3 / 10;Female;45;Non Smoker;5,354
Smart Guard Critical Illness Plan;BOC Life | 中銀人壽;6.7;6.9 / 10;4.8 / 10;Female;45;Non Smoker;5,874
BestCarePro (Multiple claims rider);BOC Life | 中銀人壽;6.5;6.9 / 10;3.0 / 10;Female;45;Non Smoker;6,180
SunHealth OmniCare Plan 1;Sun Life | Sun Life 永明;5.8;6.1 / 10;2.8 / 10;Female;45;Non Smoker;4,730
CoverVital Critical Illness Protector;China Taiping | 中國太平;5.5;5.8 / 10;2.8 / 10;Female;45;Non Smoker;5,679
PrimeHealth Pro (Essential);YF Life | 萬通保險;5.3;5.6 / 10;3.0 / 10;Female;45;Non Smoker;3,809
Crisis XDefender Light;FWD | 富衛;5.3;5.6 / 10;3.0 / 10;Female;45;Non Smoker;4,528
PRUHealth Critical Illness First Protect II;Prudential | 保誠保險;5.3;5.6 / 10;2.8 / 10;Female;45;Non Smoker;4,425
Health Select 2;AXA Hong Kong and Macau | AXA 安盛;5.3;5.6 / 10;2.3 / 10;Female;45;Non Smoker;4,602
ManuVital Care;Manulife | 宏利;5.1;5.2 / 10;3.8 / 10;Female;45;Non Smoker;3,799
Super Care Critical Illness Protector;Chubb Life | 安達人壽;5.0;5.3 / 10;2.3 / 10;Female;45;Non Smoker;4,705
“Protect Starter” Critical Illness Protector;CTF Life | 周大福人壽;5.0;5.2 / 10;3.0 / 10;Female;45;Non Smoker;3,706
Executive Care Pro 2 Plan;AIA | 友邦香港;5.0;5.2 / 10;2.5 / 10;Female;45;Non Smoker;4,307
Protector Critical Illness Insurance Plan;China Life | 中國人壽;4.9;5.2 / 10;1.8 / 10;Female;45;Non Smoker;5,667
BestCarePro;BOC Life | 中銀人壽;4.8;5.2 / 10;1.3 / 10;Female;45;Non Smoker;5,048
Well Protect Critical Illness SimPro;Well Link Life | 立橋人壽;4.8;5.2 / 10;0.5 / 10;Female;45;Non Smoker;4,374
EasyWell Critical Illness Protector;Prudential | 保誠保險;4.6;4.9 / 10;1.8 / 10;Female;45;Non Smoker;4,151
